tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	measurement_positions	measurement_sd_z	measurement_sd_y	treatment_temp	treatment_dc_field	measurement_csd	treatment_dc_field_phi	er_citation_names	magic_instrument_codes	measurement_inc	measurement_description	magic_software_packages	measurement_dec	er_analyst_mail_names	measurement_temp	magic_method_codes	treatment_ac_field	measurement_flag	measurement_magn_moment	treatment_dc_field_theta	measurement_sd_x	measurement_standard
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	29	1	2.81e-10	2.53e-10	903.0	0	1.6		This study	hargrave 2015-02-12 15:37:20	-46.0		pmagpy-3.2.1	265.6		273	LT-T-Z:LP-DIR-T	0	g	1.97e-08		4.34e-10	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	30	1	2.16e-10	2.92e-10	923.0	0	2.4		This study	hargrave 2015-02-13 17:53:58	-40.0		pmagpy-3.2.1	269.1		273	LT-T-Z:LP-DIR-T	0	g	1.99e-08		8.01e-10	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	31	1	3.07e-10	3.16e-10	933.0	0	2.3		This study	hargrave 2015-02-17 11:28:49	-42.4		pmagpy-3.2.1	268.6		273	LT-T-Z:LP-DIR-T	0	g	1.78e-08		5.97e-10	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	32	1	3.35e-10	3.34e-10	943.0	0	2.8		This study	hargrave 2015-02-18 09:46:48	-39.3		pmagpy-3.2.1	272.3		273	LT-T-Z:LP-DIR-T	0	g	1.35e-08		4.89e-10	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	33	1	9.14e-11	1.06e-10	953.0	0	3.5		This study	hargrave 2015-02-19 12:55:38	-27.9		pmagpy-3.2.1	234.4		273	LT-T-Z:LP-DIR-T	0	g	3.99e-09		2.07e-10	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	1	1	2.46e-09	1.06e-09	273	0	3.0		This study		-44.9		pmagpy-3.2.1	77.2		273	LT-NO:LP-DIR-T	0	g	2.46e-07		1.26e-08	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	2	1	3.48e-09	1.30e-09	77	0	2.5		This study		-46.1		pmagpy-3.2.1	73.1		273	LT-LT-Z:LP-DIR-T	0	g	2.72e-07		1.12e-08	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	3	1	6.14e-09	4.82e-09	373.0	0	2.0		This study		-49.3		pmagpy-3.2.1	66.0		273	LT-T-Z:LP-DIR-T	0	g	3.68e-07		1.03e-08	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	4	1	7.78e-09	2.52e-09	423.0	0	2.5		This study	hargrave 2014-10-22 15:58:15	-51.8		pmagpy-3.2.1	057.3		273	LT-T-Z:LP-DIR-T	0	g	5.06e-07		2.08e-08	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	5	1	1.03e-08	2.75e-09	473.0	0	3.8		This study	hargrave 2014-10-27 16:24:50	-52.1		pmagpy-3.2.1	061.1		273	LT-T-Z:LP-DIR-T	0	g	5.02e-07		3.17e-08	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	6	1	7.43e-09	5.43e-09	523.0	0	5.4		This study	hargrave 2014-10-28 13:47:48	-51.9		pmagpy-3.2.1	066.0		273	LT-T-Z:LP-DIR-T	0	g	4.01e-07		3.67e-08	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	7	1	3.89e-09	3.27e-09	573.0	0	4.9		This study	hargrave 2014-10-28 20:45:11	-50.3		pmagpy-3.2.1	069.5		273	LT-T-Z:LP-DIR-T	0	g	2.63e-07		2.20e-08	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	8	1	1.56e-09	5.81e-10	623.0	0	3.5		This study	hargrave 2014-10-29 20:57:46	-51.0		pmagpy-3.2.1	077.3		273	LT-T-Z:LP-DIR-T	0	g	1.59e-07		9.67e-09	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	9	1	1.49e-09	5.86e-10	673.0	0	4.1		This study	hargrave 2014-11-03 17:17:53	-49.9		pmagpy-3.2.1	081.7		273	LT-T-Z:LP-DIR-T	0	g	1.25e-07		8.78e-09	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	10	1	1.12e-09	5.18e-10	698.0	0	3.7		This study	hargrave 2014-11-04 12:08:13	-49.3		pmagpy-3.2.1	083.5		273	LT-T-Z:LP-DIR-T	0	g	1.13e-07		7.17e-09	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	11	1	9.47e-10	6.20e-10	723.0	0	4.6		This study	hargrave 2014-11-10 12:58:13	-47.8		pmagpy-3.2.1	089.4		273	LT-T-Z:LP-DIR-T	0	g	1.01e-07		8.02e-09	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	12	1	7.45e-10	4.97e-10	748.0	0	2.3		This study	hargrave 2014-11-10 22:16:43	-46.9		pmagpy-3.2.1	092.2		273	LT-T-Z:LP-DIR-T	0	g	9.23e-08		3.65e-09	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	13	1	9.94e-10	1.36e-09	773.0	0	4.6		This study	hargrave 2014-11-13 11:50:50	-44.6		pmagpy-3.2.1	099.3		273	LT-T-Z:LP-DIR-T	0	g	8.52e-08		6.65e-09	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	14	1	6.72e-10	9.47e-10	788.0	0	2.3		This study	hargrave 2014-11-17 17:31:35	-42.8		pmagpy-3.2.1	101.8		273	LT-T-Z:LP-DIR-T	0	g	7.92e-08		3.04e-09	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	15	1	5.65e-10	5.01e-10	803.0	0	0.9		This study	hargrave 2014-11-24 18:22:26	-42.7		pmagpy-3.2.1	103.3		273	LT-T-Z:LP-DIR-T	0	g	7.67e-08		1.10e-09	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	16	1	8.06e-10	7.70e-10	818.0	0	1.2		This study	hargrave 2014-12-01 17:04:09	-41.8		pmagpy-3.2.1	103.7		273	LT-T-Z:LP-DIR-T	0	g	7.61e-08		1.39e-09	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	17	1	6.66e-10	6.73e-10	823.0	0	1.2		This study	hargrave 2014-12-02 00:50:08	-41.7		pmagpy-3.2.1	103.3		273	LT-T-Z:LP-DIR-T	0	g	7.05e-08		1.33e-09	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	18	1	6.06e-10	1.42e-09	828.0	0	3.5		This study	hargrave 2014-12-05 13:46:21	-41.4		pmagpy-3.2.1	105.8		273	LT-T-Z:LP-DIR-T	0	g	6.86e-08		4.01e-09	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	19	1	5.00e-10	2.97e-10	833.0	0	0.5		This study	hargrave 2014-12-06 12:03:37	-39.4		pmagpy-3.2.1	106.3		273	LT-T-Z:LP-DIR-T	0	g	6.56e-08		4.49e-10	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	20	1	6.00e-10	5.57e-10	838.0	0	0.9		This study	hargrave 2014-12-08 15:24:19	-40.2		pmagpy-3.2.1	107.1		273	LT-T-Z:LP-DIR-T	0	g	6.34e-08		7.97e-10	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	21	1	6.18e-10	5.48e-10	843.0	0	0.8		This study	hargrave 2014-12-08 22:16:29	-39.2		pmagpy-3.2.1	106.6		273	LT-T-Z:LP-DIR-T	0	g	6.09e-08		5.10e-10	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	22	1	3.90e-10	1.59e-09	846.0	0	3.5		This study	hargrave 2015-01-12 11:07:07	-39.3		pmagpy-3.2.1	111.5		273	LT-T-Z:LP-DIR-T	0	g	5.92e-08		3.29e-09	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	23	1	3.95e-10	8.67e-10	849.0	0	2.0		This study	hargrave 2015-01-14 14:25:16	-39.5		pmagpy-3.2.1	110.9		273	LT-T-Z:LP-DIR-T	0	g	5.86e-08		1.85e-09	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	24	1	6.83e-10	5.93e-10	852.0	0	1.3		This study	hargrave 2015-01-15 14:40:11	-39.3		pmagpy-3.2.1	110.1		273	LT-T-Z:LP-DIR-T	0	g	5.84e-08		1.07e-09	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	25	1	5.04e-10	1.35e-09	855.0	0	2.8		This study	hargrave 2015-01-18 13:02:08	-40.2		pmagpy-3.2.1	113.1		273	LT-T-Z:LP-DIR-T	0	g	5.75e-08		2.53e-09	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	26	1	4.12e-10	6.22e-10	858.0	0	1.4		This study	hargrave 2015-01-20 12:21:08	-39.4		pmagpy-3.2.1	113.4		273	LT-T-Z:LP-DIR-T	0	g	5.74e-08		1.35e-09	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	27	1	3.27e-10	7.29e-10	863.0	0	1.7		This study	hargrave 2015-02-10 17:29:40	-38.0		pmagpy-3.2.1	113.4		273	LT-T-Z:LP-DIR-T	0	g	5.53e-08		1.47e-09	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	28	1	4.53e-10	7.00e-10	883.0	0	1.0		This study	hargrave 2015-02-11 17:27:24	-36.7		pmagpy-3.2.1	115.9		273	LT-T-Z:LP-DIR-T	0	g	5.22e-08		7.42e-10	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	29	1	4.96e-10	6.33e-10	903.0	0	1.4		This study	hargrave 2015-02-12 15:39:33	-34.3		pmagpy-3.2.1	116.6		273	LT-T-Z:LP-DIR-T	0	g	4.54e-08		9.51e-10	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	30	1	2.07e-10	3.56e-10	923.0	0	1.4		This study	hargrave 2015-02-13 17:55:58	-32.9		pmagpy-3.2.1	122.8		273	LT-T-Z:LP-DIR-T	0	g	4.10e-08		1.04e-09	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	31	1	2.55e-10	3.88e-10	933.0	0	1.0		This study	hargrave 2015-02-17 11:30:40	-33.6		pmagpy-3.2.1	122.6		273	LT-T-Z:LP-DIR-T	0	g	3.27e-08		4.21e-10	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	32	1	1.02e-10	6.76e-10	943.0	0	4.2		This study	hargrave 2015-02-18 09:48:39	-34.3		pmagpy-3.2.1	122.0		273	LT-T-Z:LP-DIR-T	0	g	1.56e-08		9.59e-10	
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	33	1	1.85e-11	1.22e-10	953.0	0	2.4		This study	hargrave 2015-02-19 12:57:15	-37.5		pmagpy-3.2.1	128.2		273	LT-T-Z:LP-DIR-T	0	g	3.94e-09		1.21e-10	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	1	1	1.49e-09	2.01e-08	273	0	3.0		This study		-38.2		pmagpy-3.2.1	15.6		273	LT-NO:LP-DIR-T	0	g	4.09e-07		7.33e-09	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	2	1	1.64e-09	1.25e-08	77	0	1.7		This study		-37.5		pmagpy-3.2.1	14.5		273	LT-LT-Z:LP-DIR-T	0	g	4.63e-07		5.05e-09	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	3	1	2.55e-09	3.58e-09	373.0	0	0.4		This study		-38.2		pmagpy-3.2.1	7.1		273	LT-T-Z:LP-DIR-T	0	g	6.21e-07		3.61e-09	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	4	1	6.47e-09	2.75e-08	423.0	0	2.1		This study	hargrave 2014-10-22 15:59:53	-38.7		pmagpy-3.2.1	003.2		273	LT-T-Z:LP-DIR-T	0	g	7.92e-07		4.56e-09	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	5	1	4.23e-09	1.87e-08	473.0	0	1.4		This study	hargrave 2014-10-27 16:26:22	-39.1		pmagpy-3.2.1	002.7		273	LT-T-Z:LP-DIR-T	0	g	7.70e-07		4.90e-09	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	6	1	3.25e-09	3.21e-08	523.0	0	3.2		This study	hargrave 2014-10-28 13:49:35	-41.2		pmagpy-3.2.1	004.0		273	LT-T-Z:LP-DIR-T	0	g	5.77e-07		5.53e-09	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	7	1	1.64e-09	1.46e-08	573.0	0	2.6		This study	hargrave 2014-10-28 20:46:49	-43.6		pmagpy-3.2.1	009.1		273	LT-T-Z:LP-DIR-T	0	g	3.38e-07		3.92e-09	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	8	1	7.48e-10	6.33e-09	623.0	0	1.8		This study	hargrave 2014-10-29 20:59:18	-47.7		pmagpy-3.2.1	003.1		273	LT-T-Z:LP-DIR-T	0	g	2.10e-07		1.44e-09	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	9	1	7.48e-10	7.30e-09	673.0	0	2.3		This study	hargrave 2014-11-03 17:19:27	-48.9		pmagpy-3.2.1	004.7		273	LT-T-Z:LP-DIR-T	0	g	1.86e-07		1.47e-09	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	10	1	9.38e-10	4.39e-09	698.0	0	1.5		This study	hargrave 2014-11-04 12:09:44	-51.2		pmagpy-3.2.1	003.4		273	LT-T-Z:LP-DIR-T	0	g	1.70e-07		8.53e-10	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	11	1	7.23e-10	4.41e-09	723.0	0	1.6		This study	hargrave 2014-11-10 12:59:52	-52.6		pmagpy-3.2.1	006.6		273	LT-T-Z:LP-DIR-T	0	g	1.56e-07		7.23e-10	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	12	1	7.26e-10	3.73e-09	748.0	0	1.6		This study	hargrave 2014-11-10 22:18:21	-54.3		pmagpy-3.2.1	005.0		273	LT-T-Z:LP-DIR-T	0	g	1.40e-07		1.48e-09	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	13	1	8.08e-10	3.97e-09	773.0	0	2.0		This study	hargrave 2014-11-13 11:52:27	-56.9		pmagpy-3.2.1	009.2		273	LT-T-Z:LP-DIR-T	0	g	1.22e-07		1.47e-09	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	14	1	4.09e-10	2.96e-09	788.0	0	1.6		This study	hargrave 2014-11-17 17:33:08	-60.2		pmagpy-3.2.1	009.5		273	LT-T-Z:LP-DIR-T	0	g	1.04e-07		5.23e-10	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	15	1	3.32e-10	1.14e-09	803.0	0	0.7		This study	hargrave 2014-11-24 18:24:04	-61.7		pmagpy-3.2.1	010.6		273	LT-T-Z:LP-DIR-T	0	g	9.46e-08		4.33e-10	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	16	1	4.61e-10	8.66e-10	818.0	0	0.9		This study	hargrave 2014-12-01 17:05:43	-64.2		pmagpy-3.2.1	013.4		273	LT-T-Z:LP-DIR-T	0	g	8.90e-08		1.25e-09	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	17	1	5.17e-10	7.78e-10	823.0	0	0.8		This study	hargrave 2014-12-02 00:51:42	-65.4		pmagpy-3.2.1	010.6		273	LT-T-Z:LP-DIR-T	0	g	8.17e-08		1.05e-09	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	18	1	3.97e-10	7.97e-10	828.0	0	0.9		This study	hargrave 2014-12-05 13:48:00	-68.1		pmagpy-3.2.1	008.5		273	LT-T-Z:LP-DIR-T	0	g	7.61e-08		9.54e-10	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	19	1	4.56e-10	8.73e-10	833.0	0	0.9		This study	hargrave 2014-12-06 12:05:58	-70.7		pmagpy-3.2.1	013.8		273	LT-T-Z:LP-DIR-T	0	g	6.99e-08		5.47e-10	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	20	1	3.77e-10	6.73e-10	838.0	0	0.7		This study	hargrave 2014-12-08 15:25:53	-71.9		pmagpy-3.2.1	015.8		273	LT-T-Z:LP-DIR-T	0	g	6.66e-08		5.84e-10	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	21	1	4.03e-10	6.31e-10	843.0	0	1.0		This study	hargrave 2014-12-08 22:18:06	-72.1		pmagpy-3.2.1	014.2		273	LT-T-Z:LP-DIR-T	0	g	6.25e-08		9.49e-10	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	22	1	4.41e-10	6.47e-10	846.0	0	1.3		This study	hargrave 2015-01-12 11:08:38	-72.6		pmagpy-3.2.1	012.4		273	LT-T-Z:LP-DIR-T	0	g	6.17e-08		1.23e-09	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	23	1	5.04e-10	9.91e-10	849.0	0	1.5		This study	hargrave 2015-01-14 14:26:50	-74.0		pmagpy-3.2.1	016.3		273	LT-T-Z:LP-DIR-T	0	g	6.06e-08		1.27e-09	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	24	1	4.34e-10	5.97e-10	852.0	0	1.4		This study	hargrave 2015-01-15 14:41:46	-75.4		pmagpy-3.2.1	012.8		273	LT-T-Z:LP-DIR-T	0	g	5.88e-08		1.30e-09	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	25	1	6.04e-10	7.91e-10	855.0	0	1.4		This study	hargrave 2015-01-18 13:03:31	-75.3		pmagpy-3.2.1	017.9		273	LT-T-Z:LP-DIR-T	0	g	5.71e-08		1.08e-09	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	26	1	3.06e-10	7.83e-10	858.0	0	1.1		This study	hargrave 2015-01-20 12:22:38	-74.9		pmagpy-3.2.1	017.4		273	LT-T-Z:LP-DIR-T	0	g	5.57e-08		6.65e-10	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	27	1	3.63e-10	6.37e-10	863.0	0	1.0		This study	hargrave 2015-02-10 17:31:37	-78.2		pmagpy-3.2.1	021.7		273	LT-T-Z:LP-DIR-T	0	g	5.14e-08		6.31e-10	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	28	1	3.79e-10	4.79e-10	883.0	0	1.2		This study	hargrave 2015-02-11 17:29:26	-81.2		pmagpy-3.2.1	025.0		273	LT-T-Z:LP-DIR-T	0	g	4.76e-08		9.49e-10	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	29	1	3.59e-10	3.83e-10	903.0	0	0.8		This study	hargrave 2015-02-12 15:41:30	-81.9		pmagpy-3.2.1	021.0		273	LT-T-Z:LP-DIR-T	0	g	3.95e-08		4.24e-10	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	30	1	1.89e-10	3.74e-10	923.0	0	1.0		This study	hargrave 2015-02-13 17:57:36	-85.2		pmagpy-3.2.1	044.7		273	LT-T-Z:LP-DIR-T	0	g	3.54e-08		5.06e-10	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	31	1	2.69e-10	2.80e-10	933.0	0	0.9		This study	hargrave 2015-02-17 11:32:15	-86.8		pmagpy-3.2.1	002.6		273	LT-T-Z:LP-DIR-T	0	g	2.82e-08		3.30e-10	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	32	1	8.97e-11	2.29e-10	943.0	0	1.5		This study	hargrave 2015-02-18 09:51:41	-77.8		pmagpy-3.2.1	330.8		273	LT-T-Z:LP-DIR-T	0	g	1.61e-08		3.62e-10	
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	33	1	3.25e-11	4.52e-11	953.0	0	1.7		This study	hargrave 2015-02-19 12:58:47	-70.2		pmagpy-3.2.1	167.9		273	LT-T-Z:LP-DIR-T	0	g	3.90e-09		1.01e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	1	1	9.09e-10	7.03e-09	273	0	1.6		This study		-65.1		pmagpy-3.2.1	169.5		273	LT-NO:LP-DIR-T	0	g	2.87e-07		3.49e-09	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	2	1	9.45e-10	7.33e-09	77	0	1.4		This study		-66.4		pmagpy-3.2.1	170.7		273	LT-LT-Z:LP-DIR-T	0	g	3.30e-07		3.37e-09	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	3	1	2.26e-09	5.49e-09	373.0	0	0.9		This study		-71.4		pmagpy-3.2.1	173.3		273	LT-T-Z:LP-DIR-T	0	g	4.62e-07		5.21e-09	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	4	1	8.78e-10	1.37e-08	423.0	0	1.3		This study	hargrave 2014-10-22 16:01:25	-73.4		pmagpy-3.2.1	175.4		273	LT-T-Z:LP-DIR-T	0	g	6.26e-07		4.16e-09	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	5	1	1.66e-09	1.23e-08	473.0	0	1.3		This study	hargrave 2014-10-27 16:28:07	-72.5		pmagpy-3.2.1	172.6		273	LT-T-Z:LP-DIR-T	0	g	6.10e-07		5.71e-09	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	6	1	2.29e-09	1.31e-08	523.0	0	1.7		This study	hargrave 2014-10-28 13:51:20	-71.2		pmagpy-3.2.1	179.4		273	LT-T-Z:LP-DIR-T	0	g	4.71e-07		4.84e-09	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	7	1	1.48e-09	4.08e-09	573.0	0	1.0		This study	hargrave 2014-10-28 20:48:26	-65.3		pmagpy-3.2.1	183.5		273	LT-T-Z:LP-DIR-T	0	g	2.75e-07		2.58e-09	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	8	1	5.44e-10	4.15e-09	623.0	0	1.5		This study	hargrave 2014-10-29 21:00:50	-59.0		pmagpy-3.2.1	184.8		273	LT-T-Z:LP-DIR-T	0	g	1.59e-07		1.01e-09	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	9	1	4.01e-10	3.49e-09	673.0	0	1.7		This study	hargrave 2014-11-03 17:20:59	-57.3		pmagpy-3.2.1	181.4		273	LT-T-Z:LP-DIR-T	0	g	1.23e-07		9.70e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	10	1	3.93e-10	4.11e-09	698.0	0	2.2		This study	hargrave 2014-11-04 12:11:18	-54.9		pmagpy-3.2.1	183.7		273	LT-T-Z:LP-DIR-T	0	g	1.09e-07		5.55e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	11	1	6.19e-10	2.98e-09	723.0	0	1.8		This study	hargrave 2014-11-10 13:01:28	-52.2		pmagpy-3.2.1	183.6		273	LT-T-Z:LP-DIR-T	0	g	9.41e-08		4.74e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	12	1	9.71e-10	1.39e-09	748.0	0	1.3		This study	hargrave 2014-11-10 22:19:54	-49.9		pmagpy-3.2.1	183.8		273	LT-T-Z:LP-DIR-T	0	g	8.32e-08		1.05e-09	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	13	1	9.68e-10	4.62e-09	773.0	0	3.8		This study	hargrave 2014-11-13 11:54:22	-46.7		pmagpy-3.2.1	186.6		273	LT-T-Z:LP-DIR-T	0	g	7.35e-08		1.40e-09	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	14	1	3.06e-10	1.96e-09	788.0	0	1.7		This study	hargrave 2014-11-17 17:34:47	-43.4		pmagpy-3.2.1	183.2		273	LT-T-Z:LP-DIR-T	0	g	6.76e-08		5.04e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	15	1	3.03e-10	1.15e-09	803.0	0	1.1		This study	hargrave 2014-11-24 18:25:43	-41.1		pmagpy-3.2.1	185.0		273	LT-T-Z:LP-DIR-T	0	g	6.36e-08		2.71e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	16	1	6.37e-10	1.79e-09	818.0	0	1.7		This study	hargrave 2014-12-01 17:07:16	-39.9		pmagpy-3.2.1	184.9		273	LT-T-Z:LP-DIR-T	0	g	6.30e-08		3.50e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	17	1	5.95e-10	9.75e-10	823.0	0	1.1		This study	hargrave 2014-12-02 00:53:16	-38.9		pmagpy-3.2.1	183.4		273	LT-T-Z:LP-DIR-T	0	g	5.76e-08		3.37e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	18	1	6.93e-10	3.39e-09	828.0	0	3.6		This study	hargrave 2014-12-05 13:50:05	-37.6		pmagpy-3.2.1	183.0		273	LT-T-Z:LP-DIR-T	0	g	5.68e-08		1.01e-09	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	19	1	4.36e-10	1.22e-09	833.0	0	1.3		This study	hargrave 2014-12-06 12:07:29	-35.8		pmagpy-3.2.1	186.2		273	LT-T-Z:LP-DIR-T	0	g	5.43e-08		4.53e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	20	1	3.98e-10	1.17e-09	838.0	0	1.3		This study	hargrave 2014-12-08 15:27:26	-35.2		pmagpy-3.2.1	184.0		273	LT-T-Z:LP-DIR-T	0	g	5.30e-08		3.65e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	21	1	5.30e-10	1.29e-09	843.0	0	1.5		This study	hargrave 2014-12-08 22:19:44	-34.2		pmagpy-3.2.1	183.1		273	LT-T-Z:LP-DIR-T	0	g	5.16e-08		2.98e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	22	1	7.72e-10	7.49e-10	846.0	0	1.4		This study	hargrave 2015-01-12 11:10:18	-33.9		pmagpy-3.2.1	185.8		273	LT-T-Z:LP-DIR-T	0	g	5.00e-08		6.56e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	23	1	6.17e-10	1.05e-09	849.0	0	1.5		This study	hargrave 2015-01-14 14:28:30	-33.3		pmagpy-3.2.1	182.6		273	LT-T-Z:LP-DIR-T	0	g	4.86e-08		5.63e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	24	1	7.65e-10	9.70e-10	852.0	0	1.6		This study	hargrave 2015-01-15 14:43:20	-32.5		pmagpy-3.2.1	181.9		273	LT-T-Z:LP-DIR-T	0	g	4.83e-08		5.27e-10	
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	25	1	3.95e-10	1.16e-09	855.0	0	1.6		This study	hargrave 2015-01-18 13:04:52	-32.6		pmagpy-3.2.1	185.6		273	LT-T-Z:LP-DIR-T	0	g	4.67e-08		6.82e-10	
